"","county","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"917","Adair","Brandy",7981,695,93.4,16.6,2.8,31506,7330,7188,21,1,35,0,8,77,4.29822646657572,98.06275579809,0.286493860845839
"918","Adair","Amaretto",583,77,93.4,16.6,2.8,31506,7330,7188,21,1,35,0,8,77,4.29822646657572,98.06275579809,0.286493860845839
"919","Adair","Schnapps",9266,908,93.4,16.6,2.8,31506,7330,7188,21,1,35,0,8,77,4.29822646657572,98.06275579809,0.286493860845839
"920","Mills","Misc",33825,1999,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"921","Mills","Whisky",191537,13004,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"922","Mills","Gin",10007,864,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"923","Mills","Vodka",98196,9867,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"924","Mills","Rum",65762,4558,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"925","Mills","Brandy",5652,438,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"926","Mills","Tequila",17035,1135,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"927","Mills","Schnapps",16395,1392,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"928","Mills","Distilled Spirits",1860,80,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"929","Mills","Amaretto",881,105,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,2.40509399636143,97.4327875480089,0.747928037194259
"930","Cedar","Misc",33772,2419,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"931","Cedar","Whisky",209160,15568,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"932","Cedar","Vodka",103532,10527,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"933","Cedar","Rum",66596,4828,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"934","Cedar","Brandy",9379,792,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"935","Cedar","Gin",13519,1400,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"936","Cedar","Tequila",15392,1011,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"937","Cedar","Amaretto",1739,192,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"938","Cedar","Schnapps",26425,2010,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"939","Cedar","Distilled Spirits",2242,142,93.4,22,3.3,34919,18389,17852,108,27,149,0,57,196,1.89890695524498,97.0797759530154,0.587307629561151
"940","Benton","Misc",51367,3242,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"941","Benton","Vodka",138430,14600,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"942","Benton","Whisky",288848,21693,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"943","Benton","Rum",103779,7354,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"944","Benton","Tequila",28704,2080,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"945","Benton","Distilled Spirits",4114,178,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"946","Benton","Gin",10103,933,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"947","Benton","Brandy",24499,2159,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"948","Benton","Amaretto",2658,221,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"949","Benton","Schnapps",43782,3419,92.8,21.8,3.8,34563,25720,25147,140,10,79,0,47,297,1.34381804043546,97.7721617418351,0.544323483670295
"950","Winnebago","Misc",50938,2971,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"951","Winnebago","Tequila",31700,1877,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"952","Winnebago","Vodka",146151,15020,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"953","Winnebago","Whisky",255964,19704,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"954","Winnebago","Brandy",17222,1412,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"955","Winnebago","Rum",137615,10145,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"956","Winnebago","Distilled Spirits",3310,144,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"957","Winnebago","Gin",8734,703,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"958","Winnebago","Amaretto",3298,311,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"959","Winnebago","Schnapps",33579,2477,91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,2.72911153119093,95.3497164461248,0.746691871455577
"960","Van Buren","Whisky",83594,5163,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"961","Van Buren","Gin",2939,152,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"962","Van Buren","Vodka",35484,3426,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"963","Van Buren","Misc",9750,547,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"964","Van Buren","Rum",27710,2023,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"965","Van Buren","Brandy",1880,162,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"966","Van Buren","Tequila",5630,332,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"967","Van Buren","Amaretto",390,51,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"968","Van Buren","Schnapps",15390,1110,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"969","Van Buren","Distilled Spirits",625,34,88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,4.0260162601626,97.9539295392954,0.582655826558266
"970","Osceola","Rum",29588,1916,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"971","Osceola","Whisky",110545,8338,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"972","Osceola","Gin",6435,661,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"973","Osceola","Vodka",34161,3852,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"974","Osceola","Misc",17315,1022,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"975","Osceola","Brandy",5382,460,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"976","Osceola","Tequila",9387,473,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"977","Osceola","Amaretto",828,116,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"978","Osceola","Schnapps",19220,1369,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"979","Osceola","Distilled Spirits",462,33,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,4.38690282742931,95.4013649658759,0.4062398440039
"980","Hancock","Distilled Spirits",1086,49,92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,2.89369434853716,96.8653461748137,0.781391968017445
"981","Fremont","Rum",5883,317,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"982","Fremont","Whisky",11133,670,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"983","Fremont","Gin",164,10,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"984","Fremont","Vodka",4383,425,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"985","Fremont","Misc",1241,51,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"986","Fremont","Brandy",133,8,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"987","Fremont","Tequila",679,33,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"988","Fremont","Schnapps",652,35,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"989","Fremont","Distilled Spirits",761,36,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
"990","Fremont","Amaretto",24,4,92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,4.65066248753384,96.3812508904402,0.584128793275395
